	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
4530	645	B00004S90L	A2MW5O8JHDH3AW	Tools & Home Improvement	27	Another tip that I find useful, although not absolutely necessary is to push the plunger (reciprocating shaft) into the fullest upright position before blade insertion/removal.	1.0	Workaround	yes	after		24
4585	652	B00004SBBP	AUQZTM1IIQFJ7	Tools & Home Improvement	6	I was concerned to read that P/C tells you to only use P/C nails in their owners manual, after I had bought some B&C; nails, but no problems, it fires them also!!!	1.0	Alternative use	yes	both		31
4592	655	B00004SBD2	A1027EV8A9PV1O	Tools & Home Improvement	1	If you are working with small electronic parts the Channellock 326 six-inch long nose plier with side cutter is a must in your tool box.	1.0	Population segment	yes	before		23
4607	656	B00004SDAP	A1GHUN5HXMHZ89	Toys & Games	12	If I have any complaints, it is the newest versions are cheaply made in comparison to the original version.	1.0	Warning	yes	before		19
4638	662	B00004SQM9	A3FPTGF6TRQGA6	Sports & Outdoors	5	Not only are these locks more convenient, they fit my Yugo M57 Tokarev!	1.0	Usage	yes	after		12
4639	662	B00004SQM9	A3FPTGF6TRQGA6	Sports & Outdoors	6	I have several different pistols/revolvers and so far these locks fit every one.	1.0	Usage	yes	after		12
4654	664	B00004SUOS	A2VRXCY7PNSUN2	Tools & Home Improvement	11	(2) I can use regular sandpapers from local store, no need to mail order sand discs (more convenient and probably cost less).	1.0	Maintenance	yes	both		21
4750	677	B00004T7RJ	A2ND2A4NS1DS98	Tools & Home Improvement	2	The thing was worthless; The automatic mechanism would not work.	1.0	Warning	yes	before		10
4776	684	B00004T9KU	A3PY28N30RWXK4	Tools & Home Improvement	6	Expect to build a real table for it.	1.0	Usage	no	before		8
4801	687	B00004TBQ2	A2WD3G8KAUD4YZ	Tools & Home Improvement	3	The downside is the blades cannot be sharpened, however, they can be replaced!	1.0	Warning	yes	both		14
4835	691	B00004TI25	A3KDRLIBWILPMJ	Tools & Home Improvement	5	When putting heat into a wall, for example, you want to deliver as much airflow as possible - not just heat - so getting closer with the lower temp is actually better.	1.0	Usage	yes	after		30
4836	691	B00004TI25	A3KDRLIBWILPMJ	Tools & Home Improvement	6	WARNING - the low temp setting of 570 degrees is still hot enough to start a wood or paper fire!	1.0	Warning	yes	after		18
4837	691	B00004TI25	A3KDRLIBWILPMJ	Tools & Home Improvement	7	Be careful!It is also helpful in some applications to deliver heat without overheating.	1.0	Warning	yes	after		14
4838	691	B00004TI25	A3KDRLIBWILPMJ	Tools & Home Improvement	8	Finally, lower heat is safer.	1.0	Usage	yes	after		5
4853	695	B00004TQ2P	ASGL4FBI6GZW0	Sports & Outdoors	3	The first is that ball came 3/4 inflated.	1.0	First time use	no	after		7
4869	697	B00004TQEO	A1FNZSIGP14B14	Tools & Home Improvement	3	They help control long boards.	1.0	Alternative use	yes	both		5
4920	709	B00004U3D9	A22SPN6089TKYW	Toys & Games	2	The biggest problem is that the oven door and dishwasher door are hinged at the bottom, not the side.	1.0	Warning	yes	before		19
4985	717	B00004UDGW	A1IJN0CERNHQUQ	Tools & Home Improvement	3	I also use them for shaping items that I am not able to carve easily, and need to make concave or convex curves.	1.0	Alternative use	yes	both		23
5030	726	B00004W4B4	AJ7XTRLI3EUC4	Tools & Home Improvement	9	Keep in mind it does not beep that load, but this is a common complaint with these things.	1.0	Usage	no	after		18
5158	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	5	I guess I should read instructions more carefully.	1.0	Other	no	after		8
5167	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	8	Bottom line: carefully compare both cables using your own instrument and amp - if possible - before making a purchase decision.	1.0	Warning	yes	before		19
5193	757	B00004Y8CI	A2XNNIEGW4A30J	Tools & Home Improvement	4	Occasionally we spray them with WD-40.	1.0	Maintenance	yes	after		5
5219	761	B00004YOBM	AQFAXWS8UHY2S	Tools & Home Improvement	4	Using Extractors/easy-outs is not a job for everyone, it is easy to apply crooked pressure and break them off inside the hole.	1.0	Warning	yes	after		21
5220	761	B00004YOBM	AQFAXWS8UHY2S	Tools & Home Improvement	5	For bigger stuff it easier to weld on an extra bolt but I did not have this option as I was working with a small screw in fiberglass/wood.	1.0	Usage	yes	after		27
5240	762	B00004YODB	A3CR7V7V236TQS	Tools & Home Improvement	19	Although the tool was nice in many respects it was still not the precision build of a makita , I still felt I would have to make a few modifications and adjustments before I would be happy , the base looked real sloppy to me on the dewalt and the fit of the motor housing still plastic was not all that great , it looked forced together with gaps between the screw positions .	1.0	Warning	yes	before		70
5300	775	B00004YVB0	A3QSZ2SE3HUSXM	Sports & Outdoors	3	I cut my thumb on the blade!	1.0	Warning	yes	after		7
5326	776	B00004YVB1	ACNYR79WI3K1K	Sports & Outdoors	17	The case itself is the sturdiest of the four nylon cases I have owned in the past and the closure suffices for day to day uses, but if you do work where the tool could fall out if the button were not snapped, I would either look at getting a different case or know you will have to modify the existing one.	1.0	Usage	yes	after		62
5337	779	B00004YVBB	AHNCSRONCAQ5F	Sports & Outdoors	4	It is also not a bad choice to pair with a SAK or multi-tool that doesnt come with scissors.	1.0	Usage	yes	after		18
5357	785	B00004Z2JT	A3H906VCUE4GD1	Tools & Home Improvement	2	It does take a bit of a squeeze to work, and loading the staples is a bit of a bother if you work in a tight place - I havent been able to load this one handed.	1.0	Usage	yes	before		36
5388	792	B000051WTT	A8HQNZ9QAJXWL	Tools & Home Improvement	3	The only drawbacks are that you cannot use it outside below freezing temps because the gas cells wont work right and you do have to buy the cells for it.	1.0	Warning	yes	before		31
5413	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	12	I recommend the diamond version.	1.0	Complementary product	no	before		5
5416	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	15	Dont even think of buying a planer without a sharpening tool, because if you do not have one you will be cutting slow, wearing down what is left of your blade, damaging your wood, and making a lot more noise.	1.0	Warning	yes	before		40
5420	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	19	After 6 years of planing, I learned a secret to minimize blade wear in the first place: SPONGE the board with water before passing it into the planer.	1.0	Maintenance	yes	after		27
5424	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	23	Simply put, wet wood planes much easier than dry wood.	1.0	Maintenance	no	after		10
5429	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	28	A real key to long life in a planer is keeping the shavings out of the mechanics.	1.0	Warning	yes	after		17
5445	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	44	A tip for avoiding nicks (gouges in the wood): if you see them, note the direction of the nick.	1.0	Usage	no	after		19
5461	797	B0000533G7	A27E44IWS3B7VD	Sports & Outdoors	11	Some days, the peppermint oil eaves my skin tingling, which lasts for a half hour and more after washing.	1.0	Usage	no	before		19
5463	797	B0000533G7	A27E44IWS3B7VD	Sports & Outdoors	13	Ive also used this castile soap as a shampoo, to wash my 4a/b hair.	1.0	Alternative use	no	after		13
5509	807	B000056HM5	A2GKHJ7W6OIU8Q	Baby	7	Just have to clean the base/nipple/ring, but super easy and used to throw in the dishwasher.	1.0	Maintenance	yes	both		15
5548	815	B000056HNO	AUYKXRJOPHWG2	Baby	3	I washed in cold water and dried on low since I had read the reviews saying they would shrink.	1.0	Maintenance	no	after		19
5554	815	B000056HNO	AUYKXRJOPHWG2	Baby	9	I would definitely suggest covering your changing pag with SOMETHING so that all the yuck doesnt get down into all the little crevices of the pad.	1.0	Usage	no	after		26
5558	816	B000056HNU	A3ULUTLVIQ5G14	Baby	3	I wouldnt even say getting this as a pump for when youre on the go is a good idea because the leaking milk will get all over leaving you with clean up.	1.0	Warning	yes	before		32
5600	823	B000056J1X	A3OH4KCJME56WV	Baby	3	I dont see this lasting a long time.	1.0	Warning	yes	before		8
5723	842	B000056JJ8	ATQBC3BLGN6HK	Baby	3	You should definitely measure the width and thickness of the area you want to protect though.	1.0	Usage	yes	before		16
5740	844	B000056JLK	A2L18QWLTBBC6U	Baby	9	Buy more than one though, because they definitely get dirty quickly--I think I changed mine every day for the first 2-3 weeks that my son was home!	1.0	Complementary product	yes	both		27
5777	849	B000056OUG	A3KNXWG1ZGUWW2	Baby	17	like another reviewer I HIGHLY RECOMEND TO UNPLUG IT WHEN NOT IN USE!	1.0	Usage	yes	after		13
5789	852	B000056OV3	A7Q7Y1Y0BC0IW	Baby	3	The inside gets  horrible smell like something died in it.	1.0	Warning	no	before		10
5793	852	B000056OV3	A7Q7Y1Y0BC0IW	Baby	7	And I did not notice it untill I tried to replace it so I already opened the origianl refill and some how broke the darn thing.	1.0	Warning	yes	before		26
5869	867	B000058DNE	A2UYLD3M1LV4VY	Baby	4	Unfortunately, the beads are so tightly packed into the tail that they dont rattle at all; also, there is a yellow mesh fabric that covers the tail so you can barely even see the beads.	1.0	Warning	no	before		35
5873	867	B000058DNE	A2UYLD3M1LV4VY	Baby	8	It does, but it only buzzes/vibrates for a split second, not nearly long enough for my baby to even realize whats going on!3)  The grasshopper is supposed to rattle, but when I shake it, I can barely hear the rattle sound coming from inside its body.	1.0	Warning	yes	before		45
5911	874	B000059XOD	A2HHC8U8ZSBYCQ	Baby	7	It is recommended that when they are so young that they still need to face you, that you use a sling instead.	1.0	Usage	no	both		22
5916	874	B000059XOD	A2HHC8U8ZSBYCQ	Baby	12	I would simply roll up a burpcloth or small blanket to prop my babys cheek and head up, and he could take a full nap in it on a walk.	1.0	Usage	yes	after		30
6010	890	B00005BLM6	A1021X1F41GBCJ	Baby	9	When warming these bottles, if you find the fluid going up into the vent, just loosen the collar, the column of liquid goes back down and tighten again.	1.0	Usage	yes	both		28
6028	891	B00005BLMC	A1RXASB0XM536I	Toys & Games	11	In summary- good basic set, just be careful getting accessories to make sure they truly are compatible or work the way they are supposed to.	1.0	Usage	yes	after		24
6066	898	B00005BPK5	A3R6NZ2QO78UX	Baby	3	I really want to use this sling, but I feel like hes either too deeply inside the sling and he will suffocate or by adding a blanket underneath him, hes too close to the edge and will tumble out.	1.0	Warning	yes	before		39
6100	902	B00005BSM3	A3UISFQMOSZJMO	Baby	5	What I liked most about this product was that it grows with your child so they can use it as a stepstool as they get older.	1.0	Alternative use	yes	both		26
6103	902	B00005BSM3	A3UISFQMOSZJMO	Baby	8	The maximum weight on this product is 200 pounds so I think its a good product for adults as well who maybe need a little extra help reaching that top shelf in the kitchen!	1.0	Alternative use	yes	both		33
6107	903	B00005BSXI	AP9XBQMGSBUJK	Baby	4	Within the first month of use the hand-held audio only monitor broke.	1.0	Warning	yes	before		11
6109	903	B00005BSXI	AP9XBQMGSBUJK	Baby	6	The camera is kind of a pain, though.	1.0	Warning	no	before		8
6260	931	B00005C2NP	A3N5FK8Z1X8WCW	Baby	5	Unless the bottle is a regular generic bottle with a gallon of fluid inside, it wont keep the heating latch engaged.	1.0	Warning	no	before		21
6303	936	B00005CAJK	A1MG8OZXQ5M0SU	Baby	5	Walnut IS dark Walnut, not a cherry color (fyi).	1.0	Warning	yes	before		9
6308	938	B00005CBBF	A15J2ZDHAGIJD2	Baby	1	These wall hanging are well made and are so light weight you can put them up with a tack.	1.0	Usage	yes	after		19
6338	942	B00005JD3Z	A2AXWQVA5V9GPJ	Sports & Outdoors	2	First, the on/off switch can easily be bumped into the ON position while the pump is being transported, which will run down the battery (to fix that I flip around one of the batteries when Im not using it).	1.0	Workaround	yes	after		38
6358	945	B00005JIVI	A2H3M40UTEJVDF	Baby	4	I also got the Evenflo Infant to Toddler bath that has the built in (removable) inclined, cushioned insert that worked quite well instead.	1.0	Complementary product	yes	both		23
6384	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	6	The spoon fits well in my 15 months hand and mouth and she likes it.	1.0	Size	yes	before		14
6385	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	7	I have to hold the plate as she eats because the bowl moves with slight force.	1.0	Usage	yes	after		16
6386	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	8	She is also able to pick it up and throw it though the instructions say that picking the bowl up for a baby is difficult.	1.0	Usage	yes	after		25
6392	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	14	Please DO NOT put ANY plastic in a microwave especially food for your baby.	1.0	Warning	yes	after		14
6419	955	B00005LEZ6	A3KWHVYVXDGME3	Tools & Home Improvement	5	The kerf width the teeth chip away is far too narrow and leaves the saw to bind up in the cut, and this issue also causes excessive heat leading to terrible cut life and a slow, bogged down cut.	1.0	Warning	yes	before		39
6421	956	B00005LEZK	A31HLECBNPFSOX	Tools & Home Improvement	2	It cuts smoothly on the out side edge (good for cutting openings), but makes a really rough area on the piece cut out.	1.0	Warning	yes	before		23
6438	960	B00005ML71	A2NIT6BKW11XJQ	Musical Instruments	1	If you are not use to using a large sustaining pedal while playing the piano, it may appear little awkward.	1.0	Warning	yes	before		20
6457	965	B00005NMUO	A2CACLOQB5F7YU	Tools & Home Improvement	6	If you work with reclaimed wood you probably need one of these (or the more expensive model if you do lots of reclaimation).	1.0	Warning	yes	both		23
6465	967	B00005NQE8	A129PLFBKS3D49	Toys & Games	2	My son is now 3 and 9 months and we played it the other day and both enjoyed it.	1.0	Population segment	yes	both		17
